tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570136977074491392,negative,1.0,Can't Tell,0.3635,United,Unknow,vancouverbrit,Unknow,0,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,Unknow,2015-02-24 00:23:42 -0800,Vancouver BC,Pacific Time (US & Canada)
570135557151580160,neutral,0.6376,Unknow,0.0,United,Unknow,The5y5Adm1n,Unknow,0,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,Unknow,2015-02-24 00:18:04 -0800,Unknow,Unknow
570129828969459712,negative,1.0,Cancelled Flight,0.6829,United,Unknow,lindaSWC,Unknow,0,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,Unknow,2015-02-23 23:55:18 -0800,Unknow,Unknow
570126668922294272,positive,1.0,Unknow,0.6706,United,Unknow,raulcordenillo,Unknow,0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,"[59.38247253, 18.00789007]",2015-02-23 23:42:44 -0800,"Stockholm, Sweden ",Stockholm
570122958695477248,positive,1.0,Unknow,0.6706,United,Unknow,urno12,Unknow,0,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,Unknow,2015-02-23 23:28:00 -0800,bonkers in Yonkers,New Delhi
570121588487663616,positive,1.0,Unknow,0.6706,United,Unknow,FIETA_DOC,Unknow,0,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",Unknow,2015-02-23 23:22:33 -0800,"Madison, NJ",Unknow
570121361953202178,negative,1.0,Flight Attendant Complaints,0.3474,United,Unknow,CellucorJulio,Unknow,0,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",Unknow,2015-02-23 23:21:39 -0800,CORGaming@cellucor.com,Central Time (US & Canada)
570121135603486720,neutral,0.6429,Unknow,0.0,United,Unknow,michaelsalinger,Unknow,0,@united keep me updated. Let me know that the bags make the flight to j-burg,Unknow,2015-02-23 23:20:45 -0800,"mentor, Ohio",Eastern Time (US & Canada)
570119457286328320,negative,1.0,Lost Luggage,0.3553,United,Unknow,tiffy_mac,Unknow,0,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",Unknow,2015-02-23 23:14:05 -0800,"Brighton, UK
",Unknow
570119247982137344,negative,1.0,Lost Luggage,1.0,United,Unknow,tiffy_mac,Unknow,0,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,Unknow,2015-02-23 23:13:15 -0800,"Brighton, UK
",Unknow
570116209263427584,negative,1.0,Customer Service Issue,1.0,United,Unknow,lindaSWC,Unknow,1,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",Unknow,2015-02-23 23:01:11 -0800,Unknow,Unknow
570115452568891392,negative,1.0,Late Flight,0.6632,United,Unknow,vaficionado,Unknow,0,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",Unknow,2015-02-23 22:58:10 -0800,"All over, but mostly NorCal",Pacific Time (US & Canada)
570115366023770112,negative,1.0,Customer Service Issue,1.0,United,Unknow,747_TJ,Unknow,0,@united Thanks for the lack of help and the canned response from the 1K desk!,Unknow,2015-02-23 22:57:50 -0800,Unknow,Unknow
570115302991777792,negative,1.0,Bad Flight,0.6736,United,Unknow,747_TJ,Unknow,0,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,Unknow,2015-02-23 22:57:35 -0800,Unknow,Unknow
570115243747074048,neutral,1.0,Unknow,0.6706,United,Unknow,xRaeCatherine,Unknow,0,@united I would like to know what's going on before his current flight lands.,Unknow,2015-02-23 22:57:20 -0800,Unknow,Unknow
570114536448995328,negative,1.0,Lost Luggage,0.3684,United,Unknow,mortgagesbycoop,Unknow,0,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,Unknow,2015-02-23 22:54:32 -0800,New Jersey,Unknow
570110386827087872,negative,1.0,Cancelled Flight,0.3444,United,Unknow,kbleggett,Unknow,0,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,Unknow,2015-02-23 22:38:03 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570109851709218816,positive,1.0,Unknow,0.6706,United,Unknow,Emily_VII,Unknow,0,@united you are one great airline ❤️,Unknow,2015-02-23 22:35:55 -0800,Unknow,Hawaii
570108801711341568,negative,1.0,Customer Service Issue,0.6833,United,Unknow,fairplay500,Unknow,0,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,"[0.0, 0.0]",2015-02-23 22:31:45 -0800,Huntsville AL USA,Central Time (US & Canada)
570108724636831745,negative,0.6721,Customer Service Issue,0.6721,United,Unknow,kbleggett,Unknow,0,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,Unknow,2015-02-23 22:31:26 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570107683027718144,negative,1.0,Late Flight,0.6712,United,Unknow,lindaSWC,Unknow,1,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,Unknow,2015-02-23 22:27:18 -0800,Unknow,Unknow
570106900970221568,neutral,0.6738,Unknow,0.0,United,Unknow,fairplay500,Unknow,0,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,"[0.0, 0.0]",2015-02-23 22:24:11 -0800,Huntsville AL USA,Central Time (US & Canada)
570106717490393088,negative,0.6632,Lost Luggage,0.6632,United,Unknow,mortgagesbycoop,Unknow,0,@united okay ase24766m. Find our luggage.,Unknow,2015-02-23 22:23:28 -0800,New Jersey,Unknow
570106573395087362,negative,0.6633,Customer Service Issue,0.3571,United,Unknow,cristobalwong,Unknow,0,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,Unknow,2015-02-23 22:22:53 -0800,San Francisco Bay Area,Unknow
570106249024446464,neutral,0.6759999999999999,Unknow,0.0,United,Unknow,fairplay500,Unknow,0,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL","[0.0, 0.0]",2015-02-23 22:21:36 -0800,Huntsville AL USA,Central Time (US & Canada)
570105665093369856,neutral,1.0,Unknow,0.6706,United,Unknow,The_Playmaker20,Unknow,0,@united thanks! Will you guys be getting the A380s anytime soon?,Unknow,2015-02-23 22:19:17 -0800,Unknow,Unknow
570105441688158208,negative,0.6492,Lost Luggage,0.6492,United,Unknow,kevinforgoogle,Unknow,0,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,Unknow,2015-02-23 22:18:24 -0800,"San Francisco, CA",Unknow
570105020999344128,positive,1.0,Unknow,0.6706,United,Unknow,MelanieSpring,Unknow,0,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,Unknow,2015-02-23 22:16:43 -0800,"Washington, DC",Eastern Time (US & Canada)
570104913390206976,negative,1.0,Lost Luggage,1.0,United,Unknow,mortgagesbycoop,Unknow,1,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",Unknow,2015-02-23 22:16:18 -0800,New Jersey,Unknow
570104743747416064,negative,0.6667,Customer Service Issue,0.3542,United,Unknow,Meyer47,Unknow,0,@united what is that going to do for you? Nothing just like you always do,Unknow,2015-02-23 22:15:37 -0800,Iowa,Unknow
570102725842575360,neutral,1.0,Unknow,0.6706,United,Unknow,dafg42,Unknow,0,@united I sent in my feedback.  Thank you.,Unknow,2015-02-23 22:07:36 -0800,Unknow,Arizona
570101817041747968,negative,0.6438,Can't Tell,0.3318,United,Unknow,kbleggett,Unknow,0,@united plus what about food? And taxis?,Unknow,2015-02-23 22:03:59 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570101670882840576,negative,0.6737,Can't Tell,0.6737,United,Unknow,kbleggett,Unknow,0,@united you are offering us 8 rooms for 32 people #FAIL,Unknow,2015-02-23 22:03:24 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570100438487314432,negative,1.0,Flight Attendant Complaints,0.3449,United,Unknow,kbleggett,Unknow,0,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,Unknow,2015-02-23 21:58:31 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570100214733737985,negative,0.3579,Customer Service Issue,0.3579,United,Unknow,ajpape,Unknow,0,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,Unknow,2015-02-23 21:57:37 -0800,"Boulder, CO",Mountain Time (US & Canada)
570099762709581824,neutral,0.7065,Unknow,0.0,United,Unknow,FIETA_DOC,Unknow,0,@united yes I do.,Unknow,2015-02-23 21:55:50 -0800,"Madison, NJ",Unknow
570099717314457600,negative,1.0,Customer Service Issue,0.6766,United,Unknow,kbleggett,Unknow,0,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,Unknow,2015-02-23 21:55:39 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570097432383651840,negative,1.0,Late Flight,1.0,United,Unknow,DavidRogerswork,Unknow,0,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,Unknow,2015-02-23 21:46:34 -0800,Unknow,Unknow
570096582546165760,negative,1.0,Can't Tell,1.0,United,Unknow,mbarnas,Unknow,0,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,"[32.86680572, -80.01338439]",2015-02-23 21:43:11 -0800,"Rochester, NY",Eastern Time (US & Canada)
570096448571731968,negative,1.0,Customer Service Issue,1.0,United,Unknow,real_steve_ward,Unknow,0,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",Unknow,2015-02-23 21:42:39 -0800,Chicago / Orlando / airplanes,Eastern Time (US & Canada)
570095499287506946,positive,1.0,Unknow,0.6706,United,Unknow,The_Playmaker20,Unknow,0,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,Unknow,2015-02-23 21:38:53 -0800,Unknow,Unknow
570095172303900672,negative,1.0,Flight Booking Problems,0.6842,United,Unknow,FIETA_DOC,Unknow,0,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",Unknow,2015-02-23 21:37:35 -0800,"Madison, NJ",Unknow
570093170874302464,neutral,1.0,Unknow,0.6706,United,Unknow,FIETA_DOC,Unknow,0,@united Deep Vein thrombosis,Unknow,2015-02-23 21:29:38 -0800,"Madison, NJ",Unknow
570092741654401024,negative,1.0,Customer Service Issue,0.346,United,Unknow,lindaSWC,Unknow,1,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",Unknow,2015-02-23 21:27:56 -0800,Unknow,Unknow
570092599316389888,negative,1.0,Late Flight,1.0,United,Unknow,CellucorJulio,Unknow,0,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,Unknow,2015-02-23 21:27:22 -0800,CORGaming@cellucor.com,Central Time (US & Canada)
570092196247969796,negative,1.0,Late Flight,0.6876,United,Unknow,RissaWissa,Unknow,0,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",Unknow,2015-02-23 21:25:46 -0800,Unknow,America/Chicago
570091216013955073,negative,1.0,Lost Luggage,1.0,United,Unknow,ajpape,Unknow,1,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,Unknow,2015-02-23 21:21:52 -0800,"Boulder, CO",Mountain Time (US & Canada)
570091109675769856,negative,1.0,Cancelled Flight,1.0,United,Unknow,Meyer47,Unknow,1,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,Unknow,2015-02-23 21:21:26 -0800,Iowa,Unknow
570091033368899584,neutral,0.6373,Unknow,0.0,United,Unknow,DJPartyMarty,Unknow,0,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,"[41.9785651, -87.90833965]",2015-02-23 21:21:08 -0800,Unknow,Pacific Time (US & Canada)
570090102195486722,negative,0.6641,Customer Service Issue,0.3424,United,Unknow,Darquenloveli,Unknow,0,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,Unknow,2015-02-23 21:17:26 -0800,Texas,Central Time (US & Canada)
570088980278059008,neutral,1.0,Unknow,0.6706,United,Unknow,paula1231970,Unknow,0,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,"[53.36729431, -2.27861694]",2015-02-23 21:12:59 -0800,Unknow,London
570087435759185920,negative,1.0,Late Flight,0.7048,United,Unknow,alikat9220,Unknow,0,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.","[41.98202331, -87.90374263]",2015-02-23 21:06:51 -0800,Unknow,Central Time (US & Canada)
570087270524411904,neutral,1.0,Unknow,0.6706,United,Unknow,fortytoo,Unknow,0,@united DM sent,Unknow,2015-02-23 21:06:11 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
570087006593642496,negative,1.0,Late Flight,1.0,United,Unknow,macefaceeeee,Unknow,1,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,Unknow,2015-02-23 21:05:08 -0800,Unknow,Pacific Time (US & Canada)
570086475989061632,negative,1.0,Late Flight,1.0,United,Unknow,DaniOnTheFritz,Unknow,0,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",Unknow,2015-02-23 21:03:02 -0800,Missouri,Central Time (US & Canada)
570086399627685888,positive,1.0,Unknow,0.6706,United,Unknow,drewziIIa,Unknow,0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",Unknow,2015-02-23 21:02:44 -0800,Unknow,Central Time (US & Canada)
570085628576202752,negative,1.0,Damaged Luggage,0.6846,United,Unknow,petergau,Unknow,0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,Unknow,2015-02-23 20:59:40 -0800,NYC,Central Time (US & Canada)
570085589011148801,positive,1.0,Unknow,0.6706,United,Unknow,tomcrabtree,Unknow,0,@united But thanks for asking,Unknow,2015-02-23 20:59:30 -0800,San Francisco,Pacific Time (US & Canada)
570085448271335424,negative,1.0,Cancelled Flight,0.6567,United,Unknow,tomcrabtree,Unknow,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Unknow,2015-02-23 20:58:57 -0800,San Francisco,Pacific Time (US & Canada)
570085056401838081,negative,1.0,Lost Luggage,1.0,United,Unknow,ColtonWoytas,Unknow,0,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,Unknow,2015-02-23 20:57:23 -0800,NY,Mountain Time (US & Canada)
570083898031513600,negative,1.0,Can't Tell,0.6473,United,Unknow,FIETA_DOC,Unknow,0,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,Unknow,2015-02-23 20:52:47 -0800,"Madison, NJ",Unknow
570083397873373184,negative,1.0,Flight Attendant Complaints,1.0,United,Unknow,KeenanPam,Unknow,0,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",Unknow,2015-02-23 20:50:48 -0800,Unknow,Unknow
570083363169669121,neutral,0.6842,Unknow,0.6706,United,Unknow,rholbrook,Unknow,0,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",Unknow,2015-02-23 20:50:40 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
570083063331319808,positive,1.0,Unknow,0.6706,United,Unknow,CaseyWoodTV,Unknow,0,@united you too!,Unknow,2015-02-23 20:49:28 -0800,Unknow,Eastern Time (US & Canada)
570082960700870656,positive,1.0,Unknow,0.6706,United,Unknow,PhilFromChico,Unknow,0,@united is my favorite airline.,Unknow,2015-02-23 20:49:04 -0800,"New York City, NY",Pacific Time (US & Canada)
570082564502728704,negative,0.6354,Can't Tell,0.3431,United,Unknow,kbleggett,Unknow,0,@united seriously #fail on making strangers share a room,Unknow,2015-02-23 20:47:29 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570082243596591104,neutral,0.6533,Unknow,0.0,United,Unknow,zach_wardroup,Unknow,0,@united @luke_mcintosh68 nah you wouldn't,Unknow,2015-02-23 20:46:13 -0800,[Colorado],Unknow
570081568733192192,negative,0.6563,Lost Luggage,0.6563,United,Unknow,michaelsalinger,Unknow,0,@united we needed them here asap. Will they make it on today's flight?,Unknow,2015-02-23 20:43:32 -0800,"mentor, Ohio",Eastern Time (US & Canada)
570081552891125760,negative,1.0,Customer Service Issue,0.6667,United,Unknow,Tdrag97,Unknow,0,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,Unknow,2015-02-23 20:43:28 -0800,Unknow,Central America
570081411715059712,neutral,1.0,Unknow,0.6706,United,Unknow,Siv,Unknow,0,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,"[37.7994546, -122.427629]",2015-02-23 20:42:54 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570081213404180480,neutral,0.6489,Unknow,0.0,United,Unknow,xRaeCatherine,Unknow,0,@united I sent the message. Let me know ASAP.,Unknow,2015-02-23 20:42:07 -0800,Unknow,Unknow
570080863720878081,negative,1.0,Flight Attendant Complaints,0.3847,United,Unknow,kbleggett,Unknow,0,@united why would they make me share a room?,Unknow,2015-02-23 20:40:44 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570079868253298688,negative,1.0,Customer Service Issue,1.0,United,Unknow,fortytoo,Unknow,0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",Unknow,2015-02-23 20:36:46 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
570079699595980802,negative,1.0,Late Flight,1.0,United,Unknow,MelanieSpring,Unknow,0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,Unknow,2015-02-23 20:36:06 -0800,"Washington, DC",Eastern Time (US & Canada)
570079676204347394,negative,1.0,Customer Service Issue,0.7008,United,Unknow,kbleggett,Unknow,0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,Unknow,2015-02-23 20:36:01 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570079549914005504,negative,1.0,Cancelled Flight,0.7201,United,Unknow,fortytoo,Unknow,0,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",Unknow,2015-02-23 20:35:30 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
570079536815034368,neutral,0.6548,Unknow,0.6706,United,Unknow,CaseyWoodTV,Unknow,0,"@united i understand, thanks",Unknow,2015-02-23 20:35:27 -0800,Unknow,Eastern Time (US & Canada)
570079237350100993,negative,1.0,Customer Service Issue,1.0,United,Unknow,throthra,Unknow,0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",Unknow,2015-02-23 20:34:16 -0800,Unknow,Unknow
570079041547472896,negative,1.0,Late Flight,1.0,United,Unknow,DJPartyMarty,Unknow,0,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,"[41.97777091, -87.90782014]",2015-02-23 20:33:29 -0800,Unknow,Pacific Time (US & Canada)
570078894008594432,negative,1.0,Customer Service Issue,0.3505,United,Unknow,Darquenloveli,Unknow,1,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,Unknow,2015-02-23 20:32:54 -0800,Texas,Central Time (US & Canada)
570078733735821313,negative,1.0,Flight Attendant Complaints,0.672,United,Unknow,throthra,Unknow,0,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",Unknow,2015-02-23 20:32:16 -0800,Unknow,Unknow
570078718028222464,positive,0.688,Unknow,0.0,United,Unknow,luke_mcintosh68,Unknow,0,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,Unknow,2015-02-23 20:32:12 -0800,Colorado,Unknow
570077847672328192,negative,1.0,Cancelled Flight,1.0,United,Unknow,CaseyWoodTV,Unknow,0,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",Unknow,2015-02-23 20:28:45 -0800,Unknow,Eastern Time (US & Canada)
570076814585913344,negative,1.0,Cancelled Flight,0.708,United,Unknow,fortytoo,Unknow,0,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,Unknow,2015-02-23 20:24:38 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
570074864708669440,negative,0.6386,Lost Luggage,0.6386,United,Unknow,michaelsalinger,Unknow,0,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",Unknow,2015-02-23 20:16:53 -0800,"mentor, Ohio",Eastern Time (US & Canada)
570074833993670657,negative,1.0,Customer Service Issue,1.0,United,Unknow,wordstern,Unknow,0,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",Unknow,2015-02-23 20:16:46 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570074583379939328,negative,1.0,Can't Tell,1.0,United,Unknow,CharlieGMoney,Unknow,1,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,"[41.88298649, -87.63403627]",2015-02-23 20:15:46 -0800,"Chicago, IL",Unknow
570073969690169344,neutral,0.7029,Unknow,0.0,United,Unknow,sacsmitty,Unknow,0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",Unknow,2015-02-23 20:13:20 -0800,"Rocklin, CA",Unknow
570073757508726784,positive,0.6634,Unknow,0.0,United,Unknow,Meyer47,Unknow,1,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,Unknow,2015-02-23 20:12:29 -0800,Iowa,Unknow
570072918094442496,negative,0.6352,Customer Service Issue,0.3231,United,Unknow,The5y5Adm1n,Unknow,0,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,Unknow,2015-02-23 20:09:09 -0800,Unknow,Unknow
570072252026376192,neutral,1.0,Unknow,0.6706,United,Unknow,The5y5Adm1n,Unknow,0,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,Unknow,2015-02-23 20:06:30 -0800,Unknow,Unknow
570071999780933634,neutral,0.6464,Unknow,0.0,United,Unknow,Gouwerijn,Unknow,0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?","[35.8056542, -78.786848]",2015-02-23 20:05:30 -0800,Alphen aan den Rijn,Amsterdam
570071482182692865,negative,0.6588,Can't Tell,0.6588,United,Unknow,oduric,Unknow,0,@united Your website deserves a new design. #html5 FTW!,Unknow,2015-02-23 20:03:27 -0800,Singapore,Berlin
570070877351469057,negative,1.0,Lost Luggage,0.6863,United,Unknow,kbleggett,Unknow,1,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,Unknow,2015-02-23 20:01:03 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
570069236971806720,neutral,0.631,Unknow,0.0,United,Unknow,xRaeCatherine,Unknow,0,@united Twitter isn't letting me DM you..,Unknow,2015-02-23 19:54:32 -0800,Unknow,Unknow
570068435805310976,neutral,0.732,Unknow,0.6706,United,Unknow,BinyGlancz,Unknow,0,@united I hope so too,Unknow,2015-02-23 19:51:21 -0800,Unknow,Unknow
570067529206358016,negative,1.0,Customer Service Issue,0.3582,United,Unknow,sacsmitty,Unknow,0,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,Unknow,2015-02-23 19:47:44 -0800,"Rocklin, CA",Unknow
570067181733580800,negative,1.0,Lost Luggage,1.0,United,Unknow,ColtonWoytas,Unknow,1,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,Unknow,2015-02-23 19:46:22 -0800,NY,Mountain Time (US & Canada)
570067079253991424,negative,0.7055,Lost Luggage,0.7055,United,Unknow,danmedwards,Unknow,0,@united Not encouraged that I'll have my CPAP tonight.,Unknow,2015-02-23 19:45:57 -0800,"Westerville, Ohio",Unknow
570066805810601985,negative,1.0,Lost Luggage,1.0,United,Unknow,danmedwards,Unknow,0,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,Unknow,2015-02-23 19:44:52 -0800,"Westerville, Ohio",Unknow
570066634976555008,neutral,1.0,Unknow,0.6706,United,Unknow,Kelley_Myers,Unknow,0,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,Unknow,2015-02-23 19:44:11 -0800,Pacific Northwest,Pacific Time (US & Canada)
570066450796257280,negative,1.0,Late Flight,0.6970000000000001,United,Unknow,gregriv,Unknow,1,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,Unknow,2015-02-23 19:43:27 -0800,"Cleveland, OH",Unknow
570066391388172290,negative,1.0,Flight Attendant Complaints,0.3819,United,Unknow,Greg_Mueller,Unknow,0,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!","[33.9411179, -118.3972405]",2015-02-23 19:43:13 -0800,"Hermosa Beach, CA",Pacific Time (US & Canada)
570065109420101633,negative,0.6957,Lost Luggage,0.6957,United,Unknow,michaelsalinger,Unknow,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",Unknow,2015-02-23 19:38:08 -0800,"mentor, Ohio",Eastern Time (US & Canada)
570065037231927296,neutral,0.6548,Unknow,0.0,United,Unknow,andreaSanger,Unknow,0,@united where is my flight voucher?,Unknow,2015-02-23 19:37:50 -0800,Unknow,Unknow
570063869596475394,negative,1.0,Late Flight,1.0,United,Unknow,RyanMagovs,Unknow,0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",Unknow,2015-02-23 19:33:12 -0800,Unknow,Unknow
570063826508320769,negative,1.0,Can't Tell,1.0,United,Unknow,handsomanderson,Unknow,1,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,Unknow,2015-02-23 19:33:02 -0800,"Los Vancouver, CA",Pacific Time (US & Canada)
570063574858493952,negative,1.0,Lost Luggage,1.0,United,Unknow,PreyingMantis02,Unknow,0,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,Unknow,2015-02-23 19:32:02 -0800,Unknow,Unknow
570063450174464000,negative,1.0,Bad Flight,1.0,United,Unknow,theBRYZness,Unknow,0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,Unknow,2015-02-23 19:31:32 -0800,Broad & Pattison,Unknow
